product_id,sku,product_name,category,subcategory,brand,base_cost,list_price,margin_pct,active_from,active_to
247,SKU-00247,Books Non-Fiction Item 247,Books,Non-Fiction,DataTech,113.06,231.43,51.14,2023-01-01,
248,SKU-00248,Beauty Haircare Item 248,Beauty,Haircare,InsightPro,25.78,35.63,27.64,2023-01-01,
249,SKU-00249,Electronics Audio Item 249,Electronics,Audio,CloudGear,175.41,346.72,49.41,2023-01-01,
250,SKU-00250,Sports Gym Item 250,Sports,Gym,FormuBrand,101.38,197.22,48.59,2023-01-01,
251,SKU-00251,Home Kitchen Item 251,Home,Kitchen,DataTech,79.71,149.43,46.66,2023-01-01,
252,SKU-00252,Beauty Makeup Item 252,Beauty,Makeup,CloudGear,148.92,194.73,23.53,2023-01-01,
253,SKU-00253,Fashion Women Item 253,Fashion,Women,InsightPro,18.31,41.89,56.3,2023-01-01,
254,SKU-00254,Beauty Skincare Item 254,Beauty,Skincare,UrbanFit,145.7,290.45,49.84,2023-01-01,
255,SKU-00255,Home Decor Item 255,Home,Decor,NeoLife,134.42,325.0,58.64,2023-01-01,
256,SKU-00256,Electronics Laptops Item 256,Electronics,Laptops,InsightPro,11.08,17.07,35.1,2023-01-01,
257,SKU-00257,Beauty Haircare Item 257,Beauty,Haircare,InsightPro,170.05,415.23,59.05,2023-01-01,
258,SKU-00258,Home Kitchen Item 258,Home,Kitchen,FormuBrand,155.33,207.92,25.29,2023-01-01,
259,SKU-00259,Electronics Phones Item 259,Electronics,Phones,DataTech,101.62,212.89,52.27,2023-01-01,
260,SKU-00260,Electronics Audio Item 260,Electronics,Audio,CloudGear,19.81,25.77,23.14,2023-01-01,
261,SKU-00261,Beauty Haircare Item 261,Beauty,Haircare,InsightPro,58.07,114.24,49.17,2023-01-01,
262,SKU-00262,Sports Accessories Item 262,Sports,Accessories,FormuBrand,162.45,398.12,59.2,2023-01-01,
263,SKU-00263,Home Kitchen Item 263,Home,Kitchen,UrbanFit,91.97,132.5,30.59,2023-01-01,
264,SKU-00264,Fashion Accessories Item 264,Fashion,Accessories,NeoLife,129.6,283.39,54.27,2023-01-01,
265,SKU-00265,Books Comics Item 265,Books,Comics,FormuBrand,170.59,260.08,34.41,2023-01-01,
266,SKU-00266,Beauty Haircare Item 266,Beauty,Haircare,DataTech,140.17,177.6,21.08,2023-01-01,
267,SKU-00267,Home Cleaning Item 267,Home,Cleaning,NeoLife,185.42,266.04,30.3,2023-01-01,
268,SKU-00268,Books Non-Fiction Item 268,Books,Non-Fiction,FormuBrand,66.01,89.55,26.29,2023-01-01,
269,SKU-00269,Fashion Accessories Item 269,Fashion,Accessories,NeoLife,27.48,48.04,42.8,2023-01-01,
270,SKU-00270,Home Decor Item 270,Home,Decor,DataTech,173.1,397.77,56.48,2023-01-01,
271,SKU-00271,Fashion Women Item 271,Fashion,Women,InsightPro,130.69,267.28,51.11,2023-01-01,
272,SKU-00272,Beauty Fragrance Item 272,Beauty,Fragrance,InsightPro,98.81,232.25,57.46,2023-01-01,
273,SKU-00273,Home Decor Item 273,Home,Decor,FormuBrand,83.87,163.07,48.56,2023-01-01,
274,SKU-00274,Beauty Skincare Item 274,Beauty,Skincare,FormuBrand,134.02,289.38,53.69,2023-01-01,
275,SKU-00275,Sports Outdoor Item 275,Sports,Outdoor,InsightPro,175.95,306.64,42.62,2023-01-01,
276,SKU-00276,Home Furniture Item 276,Home,Furniture,NeoLife,9.15,21.38,57.21,2023-01-01,
277,SKU-00277,Home Cleaning Item 277,Home,Cleaning,UrbanFit,186.86,241.24,22.54,2023-01-01,
278,SKU-00278,Beauty Skincare Item 278,Beauty,Skincare,NeoLife,154.6,266.3,41.95,2023-01-01,
279,SKU-00279,Beauty Skincare Item 279,Beauty,Skincare,FormuBrand,118.25,183.66,35.62,2023-01-01,
280,SKU-00280,Home Furniture Item 280,Home,Furniture,NeoLife,86.46,151.12,42.78,2023-01-01,
281,SKU-00281,Electronics Laptops Item 281,Electronics,Laptops,UrbanFit,5.65,10.22,44.68,2023-01-01,
282,SKU-00282,Home Cleaning Item 282,Home,Cleaning,FormuBrand,144.53,284.13,49.13,2023-01-01,
283,SKU-00283,Sports Outdoor Item 283,Sports,Outdoor,FormuBrand,13.79,18.52,25.5,2023-01-01,
284,SKU-00284,Beauty Fragrance Item 284,Beauty,Fragrance,NeoLife,191.5,428.46,55.3,2023-01-01,
285,SKU-00285,Fashion Accessories Item 285,Fashion,Accessories,UrbanFit,86.43,202.49,57.32,2023-01-01,
286,SKU-00286,Fashion Women Item 286,Fashion,Women,CloudGear,124.62,176.6,29.44,2023-01-01,
287,SKU-00287,Beauty Haircare Item 287,Beauty,Haircare,UrbanFit,83.31,190.71,56.32,2023-01-01,
288,SKU-00288,Sports Team Sports Item 288,Sports,Team Sports,DataTech,104.97,157.45,33.33,2023-01-01,
289,SKU-00289,Electronics Laptops Item 289,Electronics,Laptops,UrbanFit,12.16,29.73,59.09,2023-01-01,
290,SKU-00290,Sports Gym Item 290,Sports,Gym,FormuBrand,127.81,189.31,32.49,2023-01-01,
291,SKU-00291,Fashion Accessories Item 291,Fashion,Accessories,DataTech,199.01,283.8,29.88,2023-01-01,
292,SKU-00292,Fashion Women Item 292,Fashion,Women,InsightPro,100.78,251.47,59.92,2023-01-01,
293,SKU-00293,Fashion Women Item 293,Fashion,Women,FormuBrand,126.47,274.73,53.96,2023-01-01,
294,SKU-00294,Electronics Accessories Item 294,Electronics,Accessories,FormuBrand,118.12,155.79,24.18,2023-01-01,
295,SKU-00295,Fashion Shoes Item 295,Fashion,Shoes,FormuBrand,30.26,71.26,57.54,2023-01-01,
296,SKU-00296,Home Cleaning Item 296,Home,Cleaning,FormuBrand,11.91,19.38,38.57,2023-01-01,
297,SKU-00297,Sports Team Sports Item 297,Sports,Team Sports,UrbanFit,21.96,38.02,42.23,2023-01-01,
298,SKU-00298,Fashion Men Item 298,Fashion,Men,NeoLife,14.51,27.46,47.16,2023-01-01,
299,SKU-00299,Beauty Fragrance Item 299,Beauty,Fragrance,FormuBrand,138.24,179.56,23.02,2023-01-01,
300,SKU-00300,Home Cleaning Item 300,Home,Cleaning,InsightPro,177.17,331.46,46.55,2023-01-01,
301,SKU-00301,Home Decor Item 301,Home,Decor,InsightPro,72.82,151.57,51.96,2023-01-01,
302,SKU-00302,Sports Gym Item 302,Sports,Gym,CloudGear,148.11,278.1,46.74,2023-01-01,
303,SKU-00303,Electronics Audio Item 303,Electronics,Audio,InsightPro,174.12,369.29,52.85,2023-01-01,
304,SKU-00304,Sports Gym Item 304,Sports,Gym,InsightPro,186.37,249.28,25.24,2023-01-01,
305,SKU-00305,Books Comics Item 305,Books,Comics,DataTech,35.93,84.26,57.36,2023-01-01,
306,SKU-00306,Electronics Audio Item 306,Electronics,Audio,InsightPro,176.42,212.88,17.13,2023-01-01,
307,SKU-00307,Sports Outdoor Item 307,Sports,Outdoor,DataTech,182.2,218.9,16.77,2023-01-01,
308,SKU-00308,Books Fiction Item 308,Books,Fiction,NeoLife,103.96,125.61,17.24,2023-01-01,
309,SKU-00309,Books Education Item 309,Books,Education,DataTech,196.33,396.86,50.53,2023-01-01,
310,SKU-00310,Beauty Fragrance Item 310,Beauty,Fragrance,UrbanFit,110.3,244.18,54.83,2023-01-01,
311,SKU-00311,Fashion Women Item 311,Fashion,Women,DataTech,8.59,15.14,43.24,2023-01-01,
312,SKU-00312,Beauty Fragrance Item 312,Beauty,Fragrance,UrbanFit,40.0,87.2,54.12,2023-01-01,
313,SKU-00313,Beauty Fragrance Item 313,Beauty,Fragrance,InsightPro,139.14,179.24,22.37,2023-01-01,
314,SKU-00314,Electronics Accessories Item 314,Electronics,Accessories,FormuBrand,18.13,35.48,48.9,2023-01-01,
315,SKU-00315,Books Non-Fiction Item 315,Books,Non-Fiction,UrbanFit,19.57,45.16,56.68,2023-01-01,
316,SKU-00316,Sports Accessories Item 316,Sports,Accessories,NeoLife,151.18,206.99,26.96,2023-01-01,
317,SKU-00317,Beauty Haircare Item 317,Beauty,Haircare,InsightPro,17.8,40.36,55.91,2023-01-01,
318,SKU-00318,Fashion Women Item 318,Fashion,Women,DataTech,5.2,7.32,28.91,2023-01-01,
319,SKU-00319,Sports Accessories Item 319,Sports,Accessories,NeoLife,88.11,157.43,44.03,2023-01-01,
320,SKU-00320,Sports Team Sports Item 320,Sports,Team Sports,UrbanFit,48.05,62.81,23.49,2023-01-01,
321,SKU-00321,Beauty Makeup Item 321,Beauty,Makeup,UrbanFit,30.61,71.28,57.05,2023-01-01,
322,SKU-00322,Beauty Fragrance Item 322,Beauty,Fragrance,NeoLife,89.31,216.72,58.79,2023-01-01,
323,SKU-00323,Fashion Accessories Item 323,Fashion,Accessories,InsightPro,82.53,128.46,35.75,2023-01-01,
324,SKU-00324,Fashion Men Item 324,Fashion,Men,DataTech,67.54,144.66,53.31,2023-01-01,
325,SKU-00325,Sports Team Sports Item 325,Sports,Team Sports,CloudGear,11.07,22.66,51.15,2023-01-01,
326,SKU-00326,Home Decor Item 326,Home,Decor,CloudGear,96.95,184.8,47.54,2023-01-01,
327,SKU-00327,Books Fiction Item 327,Books,Fiction,InsightPro,174.38,385.31,54.74,2023-01-01,
328,SKU-00328,Books Non-Fiction Item 328,Books,Non-Fiction,CloudGear,153.4,308.96,50.35,2023-01-01,
329,SKU-00329,Sports Accessories Item 329,Sports,Accessories,UrbanFit,184.57,369.43,50.04,2023-01-01,
330,SKU-00330,Electronics Laptops Item 330,Electronics,Laptops,CloudGear,27.88,37.99,26.62,2023-01-01,
331,SKU-00331,Beauty Fragrance Item 331,Beauty,Fragrance,CloudGear,113.89,170.06,33.03,2023-01-01,
332,SKU-00332,Books Non-Fiction Item 332,Books,Non-Fiction,InsightPro,68.56,134.87,49.17,2023-01-01,
333,SKU-00333,Sports Gym Item 333,Sports,Gym,DataTech,7.27,9.4,22.73,2023-01-01,
334,SKU-00334,Books Education Item 334,Books,Education,NeoLife,122.0,192.66,36.68,2023-01-01,
335,SKU-00335,Electronics Phones Item 335,Electronics,Phones,InsightPro,190.77,454.06,57.99,2023-01-01,
336,SKU-00336,Books Education Item 336,Books,Education,FormuBrand,25.46,38.57,33.98,2023-01-01,
337,SKU-00337,Books Comics Item 337,Books,Comics,CloudGear,8.58,15.68,45.27,2023-01-01,
338,SKU-00338,Beauty Skincare Item 338,Beauty,Skincare,CloudGear,114.13,138.41,17.54,2023-01-01,
339,SKU-00339,Electronics Laptops Item 339,Electronics,Laptops,UrbanFit,109.18,256.27,57.4,2023-01-01,
340,SKU-00340,Electronics Phones Item 340,Electronics,Phones,DataTech,20.32,34.87,41.72,2023-01-01,
341,SKU-00341,Books Education Item 341,Books,Education,DataTech,44.17,92.8,52.41,2023-01-01,
342,SKU-00342,Home Decor Item 342,Home,Decor,NeoLife,135.73,330.76,58.97,2023-01-01,
343,SKU-00343,Fashion Shoes Item 343,Fashion,Shoes,FormuBrand,11.16,26.97,58.63,2023-01-01,
344,SKU-00344,Home Cleaning Item 344,Home,Cleaning,UrbanFit,174.84,372.11,53.01,2023-01-01,
345,SKU-00345,Beauty Makeup Item 345,Beauty,Makeup,InsightPro,124.39,227.6,45.35,2023-01-01,
346,SKU-00346,Beauty Fragrance Item 346,Beauty,Fragrance,DataTech,111.78,252.9,55.8,2023-01-01,
347,SKU-00347,Fashion Shoes Item 347,Fashion,Shoes,InsightPro,107.65,231.56,53.51,2023-01-01,
348,SKU-00348,Home Furniture Item 348,Home,Furniture,FormuBrand,120.69,246.86,51.11,2023-01-01,
349,SKU-00349,Sports Team Sports Item 349,Sports,Team Sports,CloudGear,47.75,117.87,59.49,2023-01-01,
350,SKU-00350,Sports Accessories Item 350,Sports,Accessories,InsightPro,175.01,308.67,43.3,2023-01-01,
351,SKU-00351,Beauty Makeup Item 351,Beauty,Makeup,NeoLife,9.07,18.58,51.2,2023-01-01,
352,SKU-00352,Electronics Audio Item 352,Electronics,Audio,InsightPro,131.81,192.37,31.48,2023-01-01,
353,SKU-00353,Sports Gym Item 353,Sports,Gym,CloudGear,86.59,126.82,31.72,2023-01-01,
354,SKU-00354,Electronics Laptops Item 354,Electronics,Laptops,CloudGear,192.35,334.82,42.55,2023-01-01,
355,SKU-00355,Sports Accessories Item 355,Sports,Accessories,CloudGear,148.39,326.17,54.5,2023-01-01,
356,SKU-00356,Home Kitchen Item 356,Home,Kitchen,DataTech,105.23,206.72,49.1,2023-01-01,
357,SKU-00357,Sports Outdoor Item 357,Sports,Outdoor,DataTech,99.9,233.31,57.18,2023-01-01,
358,SKU-00358,Beauty Makeup Item 358,Beauty,Makeup,DataTech,132.73,330.46,59.84,2023-01-01,
359,SKU-00359,Books Fiction Item 359,Books,Fiction,NeoLife,46.08,92.61,50.25,2023-01-01,
360,SKU-00360,Electronics Audio Item 360,Electronics,Audio,UrbanFit,156.32,269.95,42.09,2023-01-01,
361,SKU-00361,Home Cleaning Item 361,Home,Cleaning,NeoLife,77.71,145.03,46.42,2023-01-01,
362,SKU-00362,Sports Outdoor Item 362,Sports,Outdoor,CloudGear,100.99,153.65,34.27,2023-01-01,
363,SKU-00363,Sports Team Sports Item 363,Sports,Team Sports,CloudGear,120.62,235.6,48.8,2023-01-01,
364,SKU-00364,Home Decor Item 364,Home,Decor,FormuBrand,36.89,63.02,41.47,2023-01-01,
365,SKU-00365,Beauty Makeup Item 365,Beauty,Makeup,FormuBrand,172.31,208.79,17.47,2023-01-01,
366,SKU-00366,Beauty Fragrance Item 366,Beauty,Fragrance,InsightPro,82.35,124.19,33.69,2023-01-01,
367,SKU-00367,Home Decor Item 367,Home,Decor,NeoLife,91.19,148.66,38.66,2023-01-01,
368,SKU-00368,Home Cleaning Item 368,Home,Cleaning,CloudGear,166.63,293.3,43.19,2023-01-01,
369,SKU-00369,Fashion Accessories Item 369,Fashion,Accessories,CloudGear,142.82,202.4,29.44,2023-01-01,
370,SKU-00370,Beauty Skincare Item 370,Beauty,Skincare,CloudGear,123.08,204.77,39.89,2023-01-01,
371,SKU-00371,Sports Gym Item 371,Sports,Gym,CloudGear,169.61,381.18,55.5,2023-01-01,
372,SKU-00372,Books Comics Item 372,Books,Comics,UrbanFit,110.28,137.24,19.64,2023-01-01,
373,SKU-00373,Home Kitchen Item 373,Home,Kitchen,NeoLife,108.58,262.5,58.64,2023-01-01,
374,SKU-00374,Electronics Audio Item 374,Electronics,Audio,InsightPro,48.82,70.0,30.27,2023-01-01,
375,SKU-00375,Sports Gym Item 375,Sports,Gym,DataTech,103.91,130.31,20.26,2023-01-01,
376,SKU-00376,Beauty Skincare Item 376,Beauty,Skincare,UrbanFit,98.58,206.21,52.19,2023-01-01,
377,SKU-00377,Home Kitchen Item 377,Home,Kitchen,InsightPro,129.63,301.81,57.05,2023-01-01,
378,SKU-00378,Home Decor Item 378,Home,Decor,UrbanFit,135.04,186.56,27.62,2023-01-01,
379,SKU-00379,Sports Accessories Item 379,Sports,Accessories,DataTech,142.41,208.27,31.62,2023-01-01,
380,SKU-00380,Sports Gym Item 380,Sports,Gym,UrbanFit,147.51,206.96,28.72,2023-01-01,
381,SKU-00381,Sports Team Sports Item 381,Sports,Team Sports,DataTech,39.54,83.06,52.39,2023-01-01,
382,SKU-00382,Fashion Women Item 382,Fashion,Women,DataTech,8.42,12.77,34.1,2023-01-01,
383,SKU-00383,Electronics Accessories Item 383,Electronics,Accessories,CloudGear,27.06,60.45,55.24,2023-01-01,
384,SKU-00384,Electronics Phones Item 384,Electronics,Phones,NeoLife,47.06,96.77,51.37,2023-01-01,
385,SKU-00385,Sports Gym Item 385,Sports,Gym,DataTech,25.79,52.99,51.34,2023-01-01,
386,SKU-00386,Books Education Item 386,Books,Education,NeoLife,195.55,338.1,42.16,2023-01-01,
387,SKU-00387,Electronics Phones Item 387,Electronics,Phones,CloudGear,115.57,249.63,53.7,2023-01-01,
388,SKU-00388,Home Kitchen Item 388,Home,Kitchen,InsightPro,154.21,370.63,58.39,2023-01-01,
389,SKU-00389,Books Non-Fiction Item 389,Books,Non-Fiction,InsightPro,153.65,343.73,55.3,2023-01-01,
390,SKU-00390,Sports Team Sports Item 390,Sports,Team Sports,FormuBrand,78.26,124.11,36.95,2023-01-01,
391,SKU-00391,Sports Team Sports Item 391,Sports,Team Sports,NeoLife,127.89,254.86,49.82,2023-01-01,
392,SKU-00392,Fashion Accessories Item 392,Fashion,Accessories,FormuBrand,111.96,221.16,49.38,2023-01-01,
393,SKU-00393,Fashion Accessories Item 393,Fashion,Accessories,UrbanFit,7.86,15.43,49.06,2023-01-01,
394,SKU-00394,Books Non-Fiction Item 394,Books,Non-Fiction,NeoLife,153.07,283.27,45.96,2023-01-01,
395,SKU-00395,Home Cleaning Item 395,Home,Cleaning,NeoLife,106.22,193.63,45.14,2023-01-01,
396,SKU-00396,Sports Outdoor Item 396,Sports,Outdoor,NeoLife,26.24,36.57,28.25,2023-01-01,
397,SKU-00397,Beauty Fragrance Item 397,Beauty,Fragrance,UrbanFit,123.54,271.09,54.43,2023-01-01,
398,SKU-00398,Books Non-Fiction Item 398,Books,Non-Fiction,NeoLife,144.52,271.35,46.74,2023-01-01,
399,SKU-00399,Fashion Shoes Item 399,Fashion,Shoes,FormuBrand,179.86,232.5,22.64,2023-01-01,
400,SKU-00400,Beauty Haircare Item 400,Beauty,Haircare,NeoLife,79.11,115.21,31.33,2023-01-01,
401,SKU-00401,Books Education Item 401,Books,Education,NeoLife,24.78,45.38,45.4,2023-01-01,
402,SKU-00402,Beauty Makeup Item 402,Beauty,Makeup,InsightPro,64.92,145.68,55.44,2023-01-01,
403,SKU-00403,Home Cleaning Item 403,Home,Cleaning,NeoLife,144.94,249.28,41.86,2023-01-01,
404,SKU-00404,Beauty Makeup Item 404,Beauty,Makeup,CloudGear,28.77,41.3,30.34,2023-01-01,
405,SKU-00405,Home Decor Item 405,Home,Decor,FormuBrand,107.41,227.89,52.87,2023-01-01,
406,SKU-00406,Home Kitchen Item 406,Home,Kitchen,CloudGear,55.03,134.92,59.21,2023-01-01,
407,SKU-00407,Books Education Item 407,Books,Education,NeoLife,164.07,276.55,40.67,2023-01-01,
408,SKU-00408,Home Decor Item 408,Home,Decor,UrbanFit,190.52,377.64,49.55,2023-01-01,
409,SKU-00409,Sports Outdoor Item 409,Sports,Outdoor,DataTech,120.74,269.48,55.19,2023-01-01,
410,SKU-00410,Home Kitchen Item 410,Home,Kitchen,FormuBrand,168.77,400.0,57.81,2023-01-01,
411,SKU-00411,Home Decor Item 411,Home,Decor,InsightPro,157.2,244.8,35.78,2023-01-01,
412,SKU-00412,Beauty Fragrance Item 412,Beauty,Fragrance,InsightPro,135.93,306.16,55.6,2023-01-01,
413,SKU-00413,Beauty Makeup Item 413,Beauty,Makeup,FormuBrand,93.09,182.71,49.05,2023-01-01,
414,SKU-00414,Fashion Accessories Item 414,Fashion,Accessories,FormuBrand,173.25,256.71,32.51,2023-01-01,
415,SKU-00415,Books Comics Item 415,Books,Comics,InsightPro,65.89,98.79,33.3,2023-01-01,
416,SKU-00416,Home Kitchen Item 416,Home,Kitchen,UrbanFit,81.23,160.25,49.31,2023-01-01,
417,SKU-00417,Electronics Laptops Item 417,Electronics,Laptops,DataTech,58.54,115.68,49.4,2023-01-01,
418,SKU-00418,Fashion Women Item 418,Fashion,Women,FormuBrand,88.5,188.76,53.11,2023-01-01,
419,SKU-00419,Fashion Shoes Item 419,Fashion,Shoes,CloudGear,71.51,161.93,55.84,2023-01-01,
420,SKU-00420,Home Furniture Item 420,Home,Furniture,UrbanFit,117.79,183.32,35.75,2023-01-01,
421,SKU-00421,Beauty Fragrance Item 421,Beauty,Fragrance,FormuBrand,130.83,258.32,49.35,2023-01-01,
422,SKU-00422,Electronics Audio Item 422,Electronics,Audio,NeoLife,71.99,144.15,50.06,2023-01-01,
423,SKU-00423,Electronics Accessories Item 423,Electronics,Accessories,InsightPro,18.18,40.74,55.37,2023-01-01,
424,SKU-00424,Sports Accessories Item 424,Sports,Accessories,UrbanFit,176.62,361.38,51.13,2023-01-01,
425,SKU-00425,Beauty Skincare Item 425,Beauty,Skincare,DataTech,94.09,136.18,30.91,2023-01-01,
426,SKU-00426,Beauty Makeup Item 426,Beauty,Makeup,UrbanFit,75.77,188.99,59.91,2023-01-01,
427,SKU-00427,Beauty Fragrance Item 427,Beauty,Fragrance,NeoLife,118.19,155.47,23.98,2023-01-01,
428,SKU-00428,Sports Gym Item 428,Sports,Gym,DataTech,139.55,203.91,31.56,2023-01-01,
429,SKU-00429,Books Non-Fiction Item 429,Books,Non-Fiction,FormuBrand,92.82,202.63,54.19,2023-01-01,
430,SKU-00430,Beauty Fragrance Item 430,Beauty,Fragrance,NeoLife,160.11,385.12,58.43,2023-01-01,
431,SKU-00431,Beauty Haircare Item 431,Beauty,Haircare,CloudGear,34.72,86.46,59.84,2023-01-01,
432,SKU-00432,Electronics Phones Item 432,Electronics,Phones,UrbanFit,135.95,179.57,24.29,2023-01-01,
433,SKU-00433,Home Cleaning Item 433,Home,Cleaning,CloudGear,152.28,208.02,26.8,2023-01-01,
434,SKU-00434,Books Comics Item 434,Books,Comics,FormuBrand,143.21,178.58,19.81,2023-01-01,
435,SKU-00435,Home Kitchen Item 435,Home,Kitchen,InsightPro,75.23,98.84,23.89,2023-01-01,
436,SKU-00436,Electronics Phones Item 436,Electronics,Phones,UrbanFit,104.4,237.28,56.0,2023-01-01,
437,SKU-00437,Home Cleaning Item 437,Home,Cleaning,UrbanFit,175.3,247.23,29.09,2023-01-01,
438,SKU-00438,Fashion Shoes Item 438,Fashion,Shoes,DataTech,198.47,457.84,56.65,2023-01-01,
439,SKU-00439,Beauty Haircare Item 439,Beauty,Haircare,NeoLife,82.45,156.79,47.41,2023-01-01,
440,SKU-00440,Fashion Women Item 440,Fashion,Women,UrbanFit,176.2,410.29,57.05,2023-01-01,
441,SKU-00441,Fashion Accessories Item 441,Fashion,Accessories,NeoLife,46.34,104.92,55.84,2023-01-01,
442,SKU-00442,Fashion Women Item 442,Fashion,Women,UrbanFit,34.99,52.16,32.92,2023-01-01,
443,SKU-00443,Beauty Makeup Item 443,Beauty,Makeup,FormuBrand,129.99,294.98,55.93,2023-01-01,
444,SKU-00444,Sports Outdoor Item 444,Sports,Outdoor,FormuBrand,66.18,131.58,49.71,2023-01-01,
445,SKU-00445,Books Comics Item 445,Books,Comics,InsightPro,154.14,220.0,29.94,2023-01-01,
446,SKU-00446,Fashion Men Item 446,Fashion,Men,DataTech,165.91,342.81,51.6,2023-01-01,
447,SKU-00447,Sports Outdoor Item 447,Sports,Outdoor,NeoLife,103.69,155.78,33.44,2023-01-01,
448,SKU-00448,Beauty Fragrance Item 448,Beauty,Fragrance,NeoLife,193.34,340.7,43.25,2023-01-01,
449,SKU-00449,Books Comics Item 449,Books,Comics,UrbanFit,90.7,121.31,25.23,2023-01-01,
450,SKU-00450,Sports Team Sports Item 450,Sports,Team Sports,InsightPro,125.82,257.33,51.11,2023-01-01,
451,SKU-00451,Fashion Men Item 451,Fashion,Men,DataTech,157.25,282.69,44.37,2023-01-01,
452,SKU-00452,Books Education Item 452,Books,Education,FormuBrand,152.08,304.97,50.13,2023-01-01,
453,SKU-00453,Fashion Men Item 453,Fashion,Men,UrbanFit,32.74,44.45,26.35,2023-01-01,
454,SKU-00454,Books Education Item 454,Books,Education,FormuBrand,39.66,83.26,52.36,2023-01-01,
455,SKU-00455,Beauty Fragrance Item 455,Beauty,Fragrance,CloudGear,199.36,450.18,55.72,2023-01-01,
456,SKU-00456,Beauty Skincare Item 456,Beauty,Skincare,DataTech,126.66,238.77,46.95,2023-01-01,
457,SKU-00457,Sports Accessories Item 457,Sports,Accessories,InsightPro,83.94,172.09,51.23,2023-01-01,
458,SKU-00458,Fashion Accessories Item 458,Fashion,Accessories,NeoLife,98.92,141.45,30.07,2023-01-01,
459,SKU-00459,Books Fiction Item 459,Books,Fiction,InsightPro,7.15,12.45,42.56,2023-01-01,
460,SKU-00460,Sports Outdoor Item 460,Sports,Outdoor,DataTech,159.12,311.36,48.9,2023-01-01,
461,SKU-00461,Sports Gym Item 461,Sports,Gym,NeoLife,68.08,155.54,56.23,2023-01-01,
462,SKU-00462,Sports Gym Item 462,Sports,Gym,CloudGear,161.3,394.77,59.14,2023-01-01,
463,SKU-00463,Electronics Audio Item 463,Electronics,Audio,NeoLife,56.84,115.95,50.98,2023-01-01,
464,SKU-00464,Beauty Fragrance Item 464,Beauty,Fragrance,CloudGear,24.13,44.26,45.5,2023-01-01,
465,SKU-00465,Home Cleaning Item 465,Home,Cleaning,InsightPro,52.48,107.43,51.15,2023-01-01,
466,SKU-00466,Electronics Phones Item 466,Electronics,Phones,NeoLife,81.92,147.24,44.36,2023-01-01,
467,SKU-00467,Home Kitchen Item 467,Home,Kitchen,FormuBrand,30.96,41.27,24.97,2023-01-01,
468,SKU-00468,Electronics Phones Item 468,Electronics,Phones,FormuBrand,162.73,211.44,23.04,2023-01-01,
469,SKU-00469,Home Furniture Item 469,Home,Furniture,NeoLife,12.49,29.64,57.85,2023-01-01,
470,SKU-00470,Beauty Haircare Item 470,Beauty,Haircare,UrbanFit,101.61,172.97,41.25,2023-01-01,
471,SKU-00471,Electronics Audio Item 471,Electronics,Audio,NeoLife,178.43,318.64,44.0,2023-01-01,
472,SKU-00472,Fashion Men Item 472,Fashion,Men,NeoLife,148.8,277.64,46.41,2023-01-01,
473,SKU-00473,Sports Accessories Item 473,Sports,Accessories,NeoLife,21.53,45.89,53.08,2023-01-01,
474,SKU-00474,Fashion Accessories Item 474,Fashion,Accessories,CloudGear,25.55,31.84,19.76,2023-01-01,
475,SKU-00475,Sports Accessories Item 475,Sports,Accessories,InsightPro,73.88,117.14,36.93,2023-01-01,
476,SKU-00476,Beauty Haircare Item 476,Beauty,Haircare,InsightPro,188.75,418.84,54.93,2023-01-01,
477,SKU-00477,Fashion Women Item 477,Fashion,Women,DataTech,24.19,49.79,51.42,2023-01-01,
478,SKU-00478,Books Education Item 478,Books,Education,FormuBrand,21.02,51.68,59.32,2023-01-01,
479,SKU-00479,Electronics Laptops Item 479,Electronics,Laptops,CloudGear,135.13,163.99,17.6,2023-01-01,
480,SKU-00480,Books Comics Item 480,Books,Comics,DataTech,156.05,317.89,50.91,2023-01-01,
481,SKU-00481,Books Education Item 481,Books,Education,CloudGear,193.86,433.91,55.32,2023-01-01,
482,SKU-00482,Fashion Accessories Item 482,Fashion,Accessories,CloudGear,27.22,49.86,45.41,2023-01-01,
483,SKU-00483,Home Decor Item 483,Home,Decor,DataTech,13.53,18.18,25.6,2023-01-01,
484,SKU-00484,Electronics Phones Item 484,Electronics,Phones,DataTech,78.32,149.99,47.78,2023-01-01,
485,SKU-00485,Electronics Laptops Item 485,Electronics,Laptops,NeoLife,188.9,285.79,33.9,2023-01-01,
486,SKU-00486,Beauty Fragrance Item 486,Beauty,Fragrance,NeoLife,101.73,123.76,17.8,2023-01-01,
487,SKU-00487,Fashion Women Item 487,Fashion,Women,FormuBrand,164.11,380.7,56.89,2023-01-01,
488,SKU-00488,Beauty Skincare Item 488,Beauty,Skincare,UrbanFit,111.08,225.15,50.66,2023-01-01,
489,SKU-00489,Sports Outdoor Item 489,Sports,Outdoor,CloudGear,169.19,363.26,53.42,2023-01-01,
490,SKU-00490,Fashion Accessories Item 490,Fashion,Accessories,UrbanFit,111.28,275.98,59.68,2023-01-01,
491,SKU-00491,Beauty Skincare Item 491,Beauty,Skincare,NeoLife,146.95,196.96,25.39,2023-01-01,
492,SKU-00492,Beauty Haircare Item 492,Beauty,Haircare,CloudGear,193.2,354.51,45.5,2023-01-01,
493,SKU-00493,Sports Outdoor Item 493,Sports,Outdoor,InsightPro,110.74,217.87,49.17,2023-01-01,
